location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,Campaign_A,probability_high_value
Arizona,No,Basic,College,Employed,M,57564,Suburban,Married,63,5,48,1,1,Personal Auto,Personal L1,Offer3,Agent,302.4,Two-Door Car,Medsize,0,No,0.006023157176807546
Arizona,No,Extended,Bachelor,Employed,F,33232,Urban,Married,94,21,81,0,2,Special Auto,Special L2,Offer3,Branch,435.527845,Four-Door Car,Medsize,1,Yes,0.99597362565507
Arizona,No,Premium,College,Medical Leave,F,11854,Suburban,Married,113,19,64,0,2,Personal Auto,Personal L1,Offer1,Call Center,807.721213,Four-Door Car,Medsize,1,Yes,0.9963744968673864
California,No,Extended,College,Medical Leave,F,23843,Urban,Married,79,1,42,0,5,Personal Auto,Personal L3,Offer3,Branch,344.693511,Four-Door Car,Medsize,1,Yes,0.9943124653054604
Arizona,No,Premium,College,Disabled,F,17961,Urban,Married,181,28,51,0,3,Personal Auto,Personal L2,Offer2,Agent,476.707749,Sports Car,Medsize,1,Yes,0.9967797256406666
California,No,Basic,College,Unemployed,F,0,Suburban,Married,64,17,84,0,3,Personal Auto,Personal L2,Offer2,Agent,360.110955,Four-Door Car,Medsize,0,No,0.04649526426907971
Arizona,No,Basic,College,Employed,F,54695,Suburban,Married,103,6,94,0,5,Personal Auto,Personal L3,Offer1,Branch,494.4,SUV,Medsize,1,Yes,0.9948142471079257
California,No,Extended,College,Employed,M,85632,Rural,Married,82,23,4,0,1,Personal Auto,Personal L3,Offer2,Call Center,7.2574,Two-Door Car,Medsize,0,No,0.007355781515016372
California,Yes,Extended,Bachelor,Unemployed,F,0,Suburban,Divorced,139,5,56,0,2,Personal Auto,Personal L1,Offer1,Call Center,667.2,SUV,Medsize,1,Yes,0.9962944542779464
California,No,Extended,High School or Below,Unemployed,F,0,Urban,Married,76,11,14,4,3,Personal Auto,Personal L3,Offer2,Agent,277.220384,Four-Door Car,Medsize,1,Yes,0.9296904650569344
Oregon,No,Premium,High School or Below,Employed,F,39895,Urban,Married,160,32,45,0,2,Personal Auto,Personal L3,Offer3,Agent,765.591167,SUV,Small,1,Yes,0.9974040372815351
Washington,No,Extended,Bachelor,Employed,F,95815,Suburban,Married,82,6,95,0,3,Personal Auto,Personal L2,Offer3,Call Center,393.6,Four-Door Car,Small,1,Yes,0.9960852139567676
California,No,Basic,High School or Below,Employed,F,37224,Suburban,Divorced,74,8,23,0,2,Personal Auto,Personal L2,Offer3,Agent,355.2,Four-Door Car,Small,1,Yes,0.9954185282137438
California,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,122,2,73,0,5,Personal Auto,Personal L1,Offer1,Call Center,1100.088685,SUV,Medsize,1,Yes,0.9938001369808852
Nevada,No,Extended,College,Employed,F,94652,Suburban,Married,86,18,88,0,3,Personal Auto,Personal L3,Offer1,Branch,412.8,Four-Door Car,Medsize,1,Yes,0.9964612022744188
Arizona,No,Basic,Bachelor,Employed,F,28582,Suburban,Single,112,27,24,0,2,Personal Auto,Personal L2,Offer2,Agent,537.6,Sports Car,Small,1,Yes,0.9954873571396896
Nevada,No,Extended,High School or Below,Employed,F,91123,Rural,Divorced,138,32,70,3,8,Corporate Auto,Corporate L1,Offer1,Agent,103.462381,SUV,Medsize,1,Yes,0.9938001506422208
Arizona,No,Premium,Bachelor,Employed,M,85942,Rural,Married,116,16,36,2,5,Personal Auto,Personal L2,Offer3,Agent,79.340118,Four-Door Car,Medsize,1,Yes,0.993855178537827
Nevada,No,Premium,High School or Below,Employed,F,64321,Rural,Divorced,253,4,75,0,2,Personal Auto,Personal L3,Offer1,Agent,422.438297,Luxury SUV,Medsize,1,Yes,0.9972941483315848
Arizona,No,Basic,Doctor,Employed,M,77025,Suburban,Single,64,18,44,2,3,Personal Auto,Personal L1,Offer1,Agent,380.917107,Two-Door Car,Medsize,1,Yes,0.7976099581185531
Oregon,No,Basic,High School or Below,Retired,M,16997,Suburban,Married,65,35,62,3,1,Personal Auto,Personal L1,Offer2,Branch,468.0,Two-Door Car,Medsize,0,No,0.006391086677709033
California,No,Extended,Bachelor,Employed,M,52408,Rural,Married,125,13,12,0,9,Personal Auto,Personal L1,Offer1,Agent,179.125777,Sports Car,Medsize,1,Yes,0.9959978651514791
California,No,Premium,Bachelor,Unemployed,M,0,Suburban,Married,116,7,73,1,7,Personal Auto,Personal L3,Offer2,Branch,556.8,Four-Door Car,Large,1,Yes,0.9928496068042184
Nevada,No,Basic,Bachelor,Employed,M,37573,Suburban,Married,112,3,21,3,3,Corporate Auto,Corporate L2,Offer1,Call Center,537.6,SUV,Medsize,1,Yes,0.994058937309673
Nevada,No,Extended,High School or Below,Employed,F,45893,Suburban,Married,97,3,75,0,2,Personal Auto,Personal L1,Offer2,Call Center,465.6,Two-Door Car,Medsize,1,Yes,0.99597362565507
California,Yes,Extended,High School or Below,Unemployed,F,0,Suburban,Married,96,31,34,0,1,Corporate Auto,Corporate L3,Offer1,Agent,460.8,Four-Door Car,Large,0,No,0.007994288377237112
Nevada,No,Extended,College,Employed,M,29385,Suburban,Single,88,18,8,2,1,Personal Auto,Personal L2,Offer1,Agent,422.4,Two-Door Car,Small,0,No,0.007938168900081623
California,No,Extended,College,Employed,M,21509,Suburban,Single,81,24,24,1,2,Personal Auto,Personal L1,Offer4,Agent,413.492922,Two-Door Car,Medsize,1,Yes,0.99567273672764
Arizona,No,Basic,Bachelor,Employed,F,68144,Suburban,Married,70,29,98,4,2,Personal Auto,Personal L1,Offer1,Web,336.0,Four-Door Car,Large,1,Yes,0.9910761583085396
Nevada,No,Basic,Bachelor,Employed,M,31093,Suburban,Married,63,3,78,0,3,Personal Auto,Personal L2,Offer2,Branch,302.4,Four-Door Car,Medsize,0,No,0.248792643767546
Arizona,No,Basic,High School or Below,Employed,M,24350,Suburban,Married,73,6,89,3,1,Corporate Auto,Corporate L2,Offer2,Branch,350.4,Four-Door Car,Medsize,0,No,0.006780920587381534
Washington,No,Basic,College,Employed,M,32823,Suburban,Married,100,1,36,0,8,Personal Auto,Personal L3,Offer2,Agent,480.0,SUV,Medsize,1,Yes,0.9920295354091886
Washington,No,Basic,College,Employed,M,44843,Urban,Single,105,14,34,0,3,Personal Auto,Personal L2,Offer1,Branch,391.419263,SUV,Medsize,1,Yes,0.9956262577052568
Oregon,No,Basic,Master,Employed,F,59364,Suburban,Married,67,25,56,0,5,Corporate Auto,Corporate L1,Offer4,Agent,321.6,Four-Door Car,Small,1,Yes,0.9912007263267876
Oregon,No,Extended,College,Employed,M,39101,Rural,Married,99,34,24,0,1,Personal Auto,Personal L3,Offer3,Branch,167.174678,Four-Door Car,Medsize,0,No,0.00743036923416735
California,No,Extended,High School or Below,Unemployed,M,0,Suburban,Married,90,2,46,1,3,Personal Auto,Personal L3,Offer4,Agent,432.0,Two-Door Car,Medsize,1,Yes,0.992741163703152
Washington,No,Extended,High School or Below,Disabled,F,27604,Suburban,Married,92,20,45,1,9,Corporate Auto,Corporate L3,Offer2,Agent,441.6,Two-Door Car,Medsize,1,Yes,0.9947260649043306
California,No,Basic,High School or Below,Employed,F,91603,Suburban,Married,64,18,37,5,8,Personal Auto,Personal L2,Offer2,Web,307.2,Four-Door Car,Large,1,Yes,0.8065006590440565
Washington,No,Basic,Master,Employed,F,59828,Suburban,Married,104,25,49,0,8,Personal Auto,Personal L1,Offer1,Call Center,499.2,SUV,Large,1,Yes,0.9938677806272668
Nevada,No,Basic,College,Employed,M,33247,Urban,Married,72,26,47,0,1,Special Auto,Special L3,Offer2,Web,284.956298,Four-Door Car,Medsize,0,No,0.007022702978799042
California,No,Extended,College,Employed,M,45867,Suburban,Married,126,31,12,0,1,Personal Auto,Personal L2,Offer1,Agent,604.8,Sports Car,Medsize,1,Yes,0.7480841731400442
California,No,Basic,College,Employed,F,54827,Rural,Single,64,17,88,0,3,Personal Auto,Personal L3,Offer1,Branch,132.947215,Four-Door Car,Large,0,Yes,0.5376536731980621
California,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,64,12,56,3,1,Corporate Auto,Corporate L1,Offer4,Call Center,307.2,Two-Door Car,Medsize,0,No,0.005589677676913016
Arizona,No,Extended,Bachelor,Employed,M,47170,Suburban,Married,139,4,57,0,3,Corporate Auto,Corporate L3,Offer3,Agent,667.2,Sports Car,Medsize,1,Yes,0.997152168501324
California,No,Extended,Bachelor,Employed,F,21947,Urban,Married,83,17,66,0,1,Personal Auto,Personal L1,Offer3,Branch,366.90936,Four-Door Car,Medsize,0,No,0.007369964394050306
Oregon,No,Basic,College,Employed,F,39018,Suburban,Married,117,11,94,0,2,Personal Auto,Personal L2,Offer3,Branch,561.6,SUV,Small,1,Yes,0.9958268995022423
Arizona,No,Basic,Master,Employed,M,20252,Urban,Married,71,0,64,0,3,Personal Auto,Personal L3,Offer2,Call Center,198.227061,Four-Door Car,Medsize,1,Yes,0.9903726544920064
Oregon,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,88,29,81,0,1,Personal Auto,Personal L1,Offer3,Agent,633.6,Four-Door Car,Medsize,0,No,0.007171612894166428
Oregon,No,Basic,Master,Employed,M,48602,Suburban,Married,70,30,46,0,5,Corporate Auto,Corporate L3,Offer3,Agent,487.884823,Two-Door Car,Small,1,Yes,0.9927378445947446
California,No,Basic,Bachelor,Employed,F,97849,Urban,Married,62,32,45,0,2,Special Auto,Special L3,Offer4,Agent,183.117146,Four-Door Car,Small,1,Yes,0.9936286055317364
Oregon,Yes,Extended,College,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L1,Offer2,Call Center,19.575683,Two-Door Car,Large,0,No,0.007013733635185
Oregon,No,Basic,Bachelor,Employed,F,69746,Urban,Divorced,74,17,91,0,1,Personal Auto,Personal L1,Offer1,Call Center,225.032781,Four-Door Car,Medsize,0,No,0.008438213434966679
California,No,Extended,Bachelor,Employed,M,96748,Suburban,Married,96,13,68,0,9,Personal Auto,Personal L3,Offer2,Branch,460.8,Two-Door Car,Medsize,1,Yes,0.9952820087713288
Oregon,No,Premium,Bachelor,Employed,M,25074,Suburban,Married,112,17,8,0,2,Personal Auto,Personal L1,Offer1,Branch,537.6,Two-Door Car,Medsize,1,Yes,0.9963484161004948
Nevada,No,Basic,Master,Employed,M,66463,Suburban,Married,68,28,80,0,1,Personal Auto,Personal L3,Offer2,Agent,326.4,Two-Door Car,Small,0,No,0.007262016425794039
Washington,No,Basic,High School or Below,Employed,M,34865,Urban,Married,69,15,16,0,1,Corporate Auto,Corporate L1,Offer3,Call Center,255.946801,Four-Door Car,Medsize,0,No,0.007136766036347537
California,No,Premium,College,Employed,M,37399,Urban,Married,116,30,22,0,3,Personal Auto,Personal L3,Offer1,Call Center,392.826082,Four-Door Car,Medsize,1,Yes,0.9962684355303676
California,No,Premium,College,Disabled,M,21070,Suburban,Divorced,195,6,47,0,2,Corporate Auto,Corporate L3,Offer1,Call Center,1404.0,Sports Car,Small,1,Yes,0.9972851016220868
Oregon,No,Basic,Bachelor,Employed,F,31562,Suburban,Married,66,9,5,4,7,Personal Auto,Personal L2,Offer4,Branch,316.8,Four-Door Car,Medsize,0,No,0.4203926785641584
California,No,Basic,Master,Employed,F,54684,Suburban,Divorced,71,28,49,2,3,Personal Auto,Personal L3,Offer3,Agent,487.07096500000006,Four-Door Car,Small,1,Yes,0.9835237027211452
Oregon,No,Basic,High School or Below,Employed,M,37388,Suburban,Married,117,30,21,0,5,Corporate Auto,Corporate L1,Offer4,Branch,561.6,SUV,Medsize,1,Yes,0.9946131404594936
Nevada,No,Extended,Bachelor,Employed,F,84981,Rural,Married,96,6,96,0,1,Personal Auto,Personal L3,Offer1,Agent,4.719043,Four-Door Car,Small,0,No,0.008463342156750063
Nevada,No,Premium,Master,Medical Leave,M,24046,Suburban,Married,116,27,47,0,1,Personal Auto,Personal L2,Offer4,Agent,556.8,Two-Door Car,Small,0,No,0.007216651175793022
California,Yes,Extended,High School or Below,Retired,M,20993,Suburban,Divorced,133,35,90,0,1,Personal Auto,Personal L3,Offer2,Agent,638.4,SUV,Medsize,0,No,0.061613880948206114
Oregon,No,Basic,College,Employed,M,48029,Suburban,Divorced,116,9,79,0,7,Personal Auto,Personal L2,Offer2,Agent,556.8,SUV,Medsize,1,Yes,0.9936416160095508
Arizona,No,Basic,Bachelor,Disabled,M,16233,Suburban,Married,197,17,68,0,1,Personal Auto,Personal L1,Offer4,Web,1418.4,Luxury Car,Medsize,1,Yes,0.9920817913323932
Arizona,No,Basic,College,Employed,M,30718,Suburban,Married,67,26,49,1,1,Personal Auto,Personal L3,Offer1,Call Center,321.6,Two-Door Car,Medsize,0,No,0.009087795042586305
Oregon,No,Basic,High School or Below,Employed,M,60277,Rural,Married,65,32,19,0,7,Personal Auto,Personal L1,Offer3,Web,146.390518,Four-Door Car,Medsize,1,Yes,0.9848470441545324
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,107,6,63,0,8,Personal Auto,Personal L3,Offer1,Agent,770.4,SUV,Medsize,1,Yes,0.9905563090720508
Arizona,No,Basic,Bachelor,Employed,M,31911,Urban,Single,68,13,65,0,1,Personal Auto,Personal L3,Offer1,Branch,245.893663,Four-Door Car,Medsize,0,No,0.008089656775828388
Nevada,No,Basic,Bachelor,Employed,F,61402,Urban,Divorced,62,1,69,0,3,Personal Auto,Personal L3,Offer1,Agent,252.157829,Two-Door Car,Medsize,0,No,0.06543458315392553
California,No,Premium,College,Employed,F,34335,Suburban,Married,101,18,55,0,3,Corporate Auto,Corporate L2,Offer1,Call Center,484.8,Two-Door Car,Small,1,Yes,0.9964461994248668
Nevada,No,Extended,College,Employed,M,71467,Urban,Divorced,86,5,34,0,2,Personal Auto,Personal L2,Offer3,Branch,324.879569,Two-Door Car,Medsize,1,Yes,0.99597362565507
Washington,No,Basic,College,Unemployed,M,0,Suburban,Single,74,25,60,0,9,Personal Auto,Personal L2,Offer1,Agent,532.8,Four-Door Car,Medsize,0,Yes,0.660477005881413
Washington,No,Extended,High School or Below,Employed,M,36168,Suburban,Divorced,90,16,14,0,1,Personal Auto,Personal L3,Offer3,Agent,432.0,Four-Door Car,Medsize,0,No,0.00760035418992751
Oregon,No,Extended,College,Employed,F,58357,Suburban,Single,137,27,76,2,1,Personal Auto,Personal L2,Offer2,Call Center,708.2207129999997,Sports Car,Medsize,1,Yes,0.984514964309287
California,No,Extended,College,Retired,M,29692,Suburban,Divorced,77,3,53,0,2,Personal Auto,Personal L2,Offer2,Branch,449.352139,Four-Door Car,Medsize,1,Yes,0.9957252470269502
Oregon,No,Basic,High School or Below,Employed,M,29215,Suburban,Single,67,7,15,0,2,Personal Auto,Personal L2,Offer2,Call Center,327.6561910000001,Four-Door Car,Small,1,Yes,0.9944967446837376
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Divorced,61,14,4,0,3,Personal Auto,Personal L1,Offer2,Agent,486.121464,Two-Door Car,Medsize,0,No,0.0173602035175871
Washington,No,Basic,High School or Below,Employed,M,26841,Suburban,Married,74,33,17,1,1,Personal Auto,Personal L3,Offer3,Agent,418.534381,Four-Door Car,Medsize,0,No,0.007364381662231549
Arizona,No,Extended,Bachelor,Employed,F,34837,Suburban,Single,139,4,2,1,4,Personal Auto,Personal L3,Offer1,Branch,667.2,SUV,Medsize,1,Yes,0.9966347626316286
Arizona,No,Basic,Bachelor,Employed,F,33068,Urban,Married,61,6,77,1,6,Personal Auto,Personal L1,Offer1,Branch,213.038013,Four-Door Car,Medsize,0,No,0.037472393004776124
Washington,No,Extended,College,Employed,F,44820,Urban,Married,133,12,62,3,1,Personal Auto,Personal L3,Offer1,Branch,336.1321700000001,Sports Car,Medsize,1,Yes,0.9706084190123112
Nevada,No,Premium,Bachelor,Employed,F,49564,Rural,Single,193,22,82,0,2,Corporate Auto,Corporate L3,Offer1,Agent,286.370988,Sports Car,Medsize,1,Yes,0.9972941483315848
Arizona,No,Basic,College,Medical Leave,M,19581,Suburban,Married,61,32,27,0,1,Personal Auto,Personal L1,Offer2,Call Center,377.24342,Four-Door Car,Medsize,0,No,0.0062558855016159355
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,74,33,24,0,2,Corporate Auto,Corporate L2,Offer3,Agent,532.8,Two-Door Car,Medsize,1,Yes,0.9928100974126356
Oregon,No,Basic,Bachelor,Disabled,M,23129,Suburban,Married,70,10,74,0,2,Personal Auto,Personal L2,Offer1,Agent,491.65337,Four-Door Car,Medsize,1,Yes,0.9945322279786458
Washington,No,Extended,Bachelor,Unemployed,M,0,Suburban,Single,138,23,93,0,3,Personal Auto,Personal L1,Offer1,Agent,1376.958592,SUV,Small,1,Yes,0.99275781164448
Arizona,No,Extended,High School or Below,Employed,F,25411,Urban,Married,86,8,73,0,8,Personal Auto,Personal L1,Offer2,Branch,242.807725,Four-Door Car,Medsize,1,Yes,0.9933864270338748
Arizona,Yes,Basic,High School or Below,Medical Leave,F,28513,Suburban,Married,100,4,22,1,2,Personal Auto,Personal L1,Offer2,Call Center,480.0,SUV,Medsize,1,Yes,0.9955828400084878
Oregon,No,Basic,High School or Below,Employed,M,69346,Urban,Married,63,27,42,1,2,Special Auto,Special L3,Offer2,Branch,246.284609,Two-Door Car,Medsize,1,Yes,0.992154878185456
Oregon,No,Extended,High School or Below,Employed,F,74835,Rural,Married,133,14,89,0,7,Corporate Auto,Corporate L2,Offer1,Branch,107.645982,SUV,Medsize,1,Yes,0.9966921188678304
Oregon,No,Basic,Master,Employed,F,43282,Rural,Divorced,72,3,3,0,3,Personal Auto,Personal L1,Offer2,Web,166.799814,Two-Door Car,Medsize,1,Yes,0.9932568375571184
Nevada,No,Extended,Bachelor,Retired,F,11276,Suburban,Married,91,22,10,1,2,Corporate Auto,Corporate L2,Offer1,Agent,436.8,Four-Door Car,Medsize,1,Yes,0.9961832677001612
Nevada,No,Basic,College,Unemployed,M,0,Suburban,Married,62,11,52,2,1,Personal Auto,Personal L2,Offer1,Branch,311.506082,Four-Door Car,Medsize,0,No,0.005560836431016777
Oregon,No,Basic,Bachelor,Medical Leave,M,10037,Urban,Single,71,14,29,0,3,Personal Auto,Personal L3,Offer1,Call Center,292.181494,Four-Door Car,Medsize,0,No,0.17332623959118576
Oregon,Yes,Basic,Doctor,Disabled,F,21986,Suburban,Divorced,63,1,9,0,1,Personal Auto,Personal L3,Offer2,Branch,333.696228,Two-Door Car,Medsize,0,No,0.0058014332884984005
Arizona,No,Extended,Doctor,Employed,F,85609,Suburban,Married,136,22,17,0,1,Personal Auto,Personal L3,Offer2,Agent,652.8,SUV,Medsize,1,Yes,0.9922586594168886
Oregon,No,Extended,College,Employed,M,86347,Urban,Married,130,17,93,0,2,Personal Auto,Personal L2,Offer1,Web,593.779554,Sports Car,Medsize,1,Yes,0.99709869879655
Oregon,No,Basic,College,Employed,F,20368,Suburban,Single,72,30,36,0,1,Corporate Auto,Corporate L3,Offer4,Branch,345.6,Four-Door Car,Small,0,No,0.007484412616444088
California,No,Basic,Master,Employed,F,25778,Rural,Divorced,68,29,34,0,3,Corporate Auto,Corporate L2,Offer2,Call Center,20.141289,Two-Door Car,Large,1,Yes,0.9864358165670006
Nevada,Yes,Basic,High School or Below,Employed,F,43860,Rural,Single,65,15,58,0,1,Corporate Auto,Corporate L3,Offer2,Agent,156.124914,Four-Door Car,Medsize,0,No,0.007021103433790949
Oregon,No,Basic,College,Employed,M,93303,Rural,Single,65,11,96,0,5,Corporate Auto,Corporate L3,Offer1,Branch,40.757983,Four-Door Car,Medsize,1,Yes,0.9654664501761788
Oregon,No,Basic,High School or Below,Employed,M,67467,Suburban,Married,61,4,22,0,9,Personal Auto,Personal L2,Offer4,Branch,365.879938,Two-Door Car,Medsize,0,No,0.03844511804929135
Arizona,No,Basic,High School or Below,Employed,M,30598,Suburban,Married,106,13,21,0,1,Personal Auto,Personal L2,Offer3,Agent,508.8,SUV,Medsize,0,No,0.0073931209775144014
Arizona,Yes,Basic,College,Employed,F,55350,Suburban,Married,67,0,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Medsize,1,Yes,0.9916449021248328
California,Yes,Basic,High School or Below,Disabled,F,11432,Suburban,Married,119,11,9,0,2,Corporate Auto,Corporate L3,Offer2,Agent,571.2,SUV,Small,1,Yes,0.9958667973375408
Oregon,No,Basic,College,Employed,M,27093,Suburban,Married,61,10,19,0,1,Personal Auto,Personal L2,Offer3,Branch,292.8,Four-Door Car,Medsize,0,No,0.005298759669718104
Nevada,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,108,32,95,0,1,Personal Auto,Personal L3,Offer1,Agent,777.6,SUV,Medsize,0,No,0.008353952490665175
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,197,3,85,0,9,Corporate Auto,Corporate L3,Offer2,Agent,1418.4,Luxury Car,Large,1,Yes,0.9922434369646927
Oregon,No,Basic,College,Employed,F,38961,Suburban,Divorced,62,5,19,0,1,Corporate Auto,Corporate L3,Offer1,Agent,297.6,Two-Door Car,Medsize,0,No,0.006206162185091184
Oregon,No,Extended,Doctor,Employed,F,51840,Rural,Married,94,10,75,0,2,Corporate Auto,Corporate L1,Offer2,Agent,33.747903,Two-Door Car,Small,1,Yes,0.9957712299453244
Nevada,No,Basic,Bachelor,Employed,M,79181,Urban,Divorced,72,1,24,0,1,Personal Auto,Personal L3,Offer2,Branch,241.277426,Four-Door Car,Medsize,0,No,0.007499071099728904
Oregon,Yes,Basic,Bachelor,Medical Leave,M,14072,Suburban,Divorced,71,13,3,0,2,Special Auto,Special L2,Offer1,Agent,511.2,Four-Door Car,Medsize,1,Yes,0.9926565187218506
California,No,Extended,College,Employed,M,56225,Suburban,Divorced,97,10,95,0,3,Personal Auto,Personal L2,Offer1,Agent,465.6,Four-Door Car,Small,1,Yes,0.9962465757468184
Washington,No,Basic,High School or Below,Disabled,M,14909,Suburban,Married,199,31,95,0,6,Personal Auto,Personal L2,Offer1,Branch,1238.077611,Luxury Car,Medsize,1,Yes,0.995462891418442
Nevada,Yes,Extended,High School or Below,Employed,M,26876,Suburban,Single,76,17,72,0,8,Personal Auto,Personal L3,Offer1,Agent,364.8,Four-Door Car,Medsize,1,Yes,0.9928258499058028
Oregon,No,Extended,College,Employed,M,68401,Urban,Divorced,88,14,14,0,1,Personal Auto,Personal L1,Offer2,Agent,242.254164,Four-Door Car,Medsize,0,No,0.0075071141307799846
Nevada,No,Basic,College,Employed,F,29730,Suburban,Married,72,1,76,0,3,Personal Auto,Personal L1,Offer3,Branch,463.21435,Four-Door Car,Medsize,1,Yes,0.9933125119751371
Oregon,No,Extended,High School or Below,Employed,F,35577,Urban,Married,130,1,6,0,1,Personal Auto,Personal L3,Offer1,Branch,574.51239,SUV,Medsize,1,Yes,0.9596622179801828
