location_state,response,coverage,education,employmentstatus,gender,income,location_code,marital_status,monthly_premium_auto,months_since_last_claim,months_since_policy_inception,number_of_open_complaints,number_of_policies,policy_type,policy,renew_offer_type,sales_channel,total_claim_amount,vehicle_class,vehicle_size,high_value,probability_high_value,Campaign_A
Oregon,No,Basic,High School or Below,Employed,M,22087,Suburban,Married,61,29,3,2,1,Personal Auto,Personal L2,Offer3,Agent,292.8,Two-Door Car,Small,0,0.0,No
California,No,Basic,High School or Below,Employed,F,82887,Suburban,Married,66,22,4,1,1,Corporate Auto,Corporate L3,Offer3,Agent,420.374805,Four-Door Car,Small,0,0.0,No
Nevada,No,Premium,Bachelor,Unemployed,M,0,Suburban,Married,117,8,89,0,2,Personal Auto,Personal L1,Offer2,Agent,561.6,Four-Door Car,Medsize,1,0.5156479710088973,Yes
Arizona,No,Basic,Bachelor,Employed,F,97205,Rural,Divorced,100,22,40,2,2,Personal Auto,Personal L2,Offer3,Branch,5.573179,Sports Car,Small,1,0.514977648339482,Yes
Washington,No,Basic,Bachelor,Employed,M,75217,Rural,Single,61,12,47,1,2,Personal Auto,Personal L3,Offer3,Branch,147.080303,Four-Door Car,Medsize,1,0.5074122231027735,Yes
Nevada,No,Extended,Doctor,Unemployed,M,0,Rural,Single,80,14,17,0,9,Corporate Auto,Corporate L2,Offer1,Web,6.281344,Four-Door Car,Medsize,1,0.5021165624935484,Yes
California,No,Extended,Bachelor,Employed,M,32245,Rural,Married,124,4,58,0,8,Personal Auto,Personal L2,Offer2,Agent,257.502471,SUV,Medsize,1,0.5146265205606916,Yes
Washington,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,71,12,37,0,1,Personal Auto,Personal L3,Offer4,Web,511.2,Four-Door Car,Small,0,0.0,No
Arizona,No,Basic,College,Unemployed,M,0,Suburban,Married,62,9,49,0,1,Personal Auto,Personal L2,Offer1,Agent,325.88607,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Unemployed,F,0,Suburban,Married,68,20,66,1,2,Personal Auto,Personal L3,Offer1,Branch,326.4,Four-Door Car,Medsize,1,0.5118295478550963,Yes
California,No,Extended,High School or Below,Employed,M,48131,Suburban,Divorced,82,6,86,0,3,Personal Auto,Personal L3,Offer1,Call Center,393.6,Four-Door Car,Medsize,1,0.5156215380626962,Yes
Nevada,No,Basic,High School or Below,Employed,F,49825,Suburban,Married,70,14,27,3,2,Corporate Auto,Corporate L3,Offer3,Agent,336.0,Two-Door Car,Medsize,1,0.5143468596227546,Yes
Nevada,Yes,Basic,Master,Employed,F,36650,Rural,Married,69,2,70,1,1,Personal Auto,Personal L1,Offer2,Web,56.60333000000001,Four-Door Car,Large,0,0.0,No
California,Yes,Extended,High School or Below,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize,1,0.5157318804607423,Yes
Oregon,No,Basic,Bachelor,Employed,M,31756,Urban,Married,107,1,97,0,3,Corporate Auto,Corporate L3,Offer1,Agent,415.850776,SUV,Medsize,1,0.5153768949572837,Yes
Oregon,Yes,Extended,College,Employed,M,58414,Suburban,Single,210,7,24,2,1,Corporate Auto,Corporate L1,Offer2,Agent,1008.0,Luxury SUV,Small,1,0.5142477477998514,Yes
California,No,Extended,College,Employed,M,60875,Urban,Married,92,0,84,0,3,Personal Auto,Personal L3,Offer1,Branch,410.846025,Four-Door Car,Medsize,1,0.5160534770537228,Yes
California,No,Extended,College,Employed,F,39946,Suburban,Divorced,218,23,99,0,1,Personal Auto,Personal L1,Offer1,Branch,1046.4,Luxury SUV,Small,1,0.5131759001161934,Yes
Oregon,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,2,22,0,5,Personal Auto,Personal L3,Offer1,Branch,518.4,Four-Door Car,Medsize,1,0.0,Yes
California,No,Extended,High School or Below,Unemployed,F,0,Suburban,Divorced,87,2,41,0,3,Personal Auto,Personal L2,Offer3,Call Center,417.6,Four-Door Car,Medsize,1,0.5153424214699645,Yes
California,No,Premium,High School or Below,Employed,M,69497,Rural,Married,142,30,31,0,2,Personal Auto,Personal L3,Offer4,Agent,92.286763,SUV,Medsize,1,0.5175227886336973,Yes
California,No,Premium,Bachelor,Employed,M,34148,Urban,Married,109,27,30,0,2,Personal Auto,Personal L2,Offer1,Agent,451.566751,Four-Door Car,Medsize,1,0.5157874921511136,Yes
Arizona,No,Extended,High School or Below,Employed,F,60479,Rural,Single,96,1,44,0,3,Personal Auto,Personal L3,Offer3,Call Center,85.15535899999998,Four-Door Car,Medsize,1,0.5156892850649732,Yes
California,No,Basic,College,Unemployed,F,0,Suburban,Divorced,65,24,45,1,4,Corporate Auto,Corporate L3,Offer3,Branch,312.0,Four-Door Car,Small,0,0.0,No
California,No,Extended,Bachelor,Employed,M,29695,Suburban,Married,94,34,66,0,2,Personal Auto,Personal L3,Offer2,Branch,554.1437980000002,Four-Door Car,Medsize,1,0.5153834438744141,Yes
Oregon,No,Extended,High School or Below,Unemployed,M,0,Suburban,Single,92,9,24,0,3,Personal Auto,Personal L3,Offer1,Call Center,662.4,Four-Door Car,Medsize,1,0.5154002060461048,Yes
Arizona,No,Extended,Doctor,Employed,F,91071,Urban,Married,94,21,25,2,3,Personal Auto,Personal L1,Offer2,Call Center,402.74168,Four-Door Car,Medsize,1,0.5152967435389642,Yes
Arizona,No,Extended,Bachelor,Employed,M,78092,Urban,Married,84,34,13,0,1,Corporate Auto,Corporate L2,Offer2,Branch,344.015386,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,High School or Below,Employed,F,58206,Suburban,Married,64,2,56,0,3,Personal Auto,Personal L2,Offer3,Branch,454.188803,Four-Door Car,Small,1,0.4413657765472542,Yes
Nevada,No,Extended,College,Employed,F,52436,Rural,Single,76,3,38,0,2,Personal Auto,Personal L3,Offer4,Web,109.476994,Four-Door Car,Medsize,1,0.5150271135618679,Yes
Oregon,No,Extended,Bachelor,Employed,F,62815,Rural,Married,80,14,84,0,1,Special Auto,Special L1,Offer2,Call Center,47.061469,Two-Door Car,Large,0,0.0,No
Arizona,No,Basic,College,Unemployed,M,0,Suburban,Single,71,21,8,1,1,Personal Auto,Personal L2,Offer1,Agent,511.2,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,M,21474,Urban,Married,114,13,72,2,9,Corporate Auto,Corporate L3,Offer1,Agent,373.428187,SUV,Small,1,0.5116202428584948,Yes
Oregon,Yes,Basic,Bachelor,Employed,M,44428,Suburban,Single,104,17,61,0,2,Corporate Auto,Corporate L1,Offer1,Call Center,499.2,SUV,Medsize,1,0.515784095310193,Yes
Arizona,No,Basic,Bachelor,Employed,M,73769,Rural,Divorced,61,24,84,0,6,Corporate Auto,Corporate L1,Offer1,Branch,121.654567,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Premium,Bachelor,Employed,F,81400,Suburban,Married,104,6,19,0,2,Special Auto,Special L2,Offer2,Web,499.2,Four-Door Car,Small,1,0.5153844298590308,Yes
California,No,Basic,High School or Below,Disabled,F,15169,Suburban,Married,63,34,15,0,3,Personal Auto,Personal L3,Offer4,Web,302.4,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Extended,Master,Employed,M,91268,Urban,Married,229,32,62,0,5,Corporate Auto,Corporate L2,Offer2,Agent,737.737825,Luxury Car,Small,1,0.516903620948659,Yes
California,No,Extended,College,Employed,M,22926,Suburban,Married,93,1,99,0,2,Corporate Auto,Corporate L1,Offer1,Web,479.934846,Four-Door Car,Small,1,0.5158704201936679,Yes
Washington,No,Basic,High School or Below,Employed,M,55561,Urban,Divorced,63,2,79,0,2,Personal Auto,Personal L2,Offer1,Call Center,227.872071,Four-Door Car,Medsize,1,0.5129747803268888,Yes
California,No,Basic,College,Employed,M,84300,Rural,Married,111,13,0,0,1,Corporate Auto,Corporate L3,Offer2,Branch,202.22495,SUV,Medsize,0,0.0,No
Arizona,No,Basic,College,Employed,M,27804,Suburban,Married,109,19,54,0,7,Personal Auto,Personal L3,Offer2,Branch,784.8,SUV,Medsize,1,0.5147593388864804,Yes
California,No,Basic,High School or Below,Employed,M,40420,Suburban,Married,104,2,10,0,7,Special Auto,Special L3,Offer1,Agent,499.2,SUV,Medsize,1,0.5154818015129916,Yes
California,No,Basic,Bachelor,Employed,M,60798,Suburban,Married,66,21,57,0,1,Personal Auto,Personal L3,Offer2,Call Center,316.8,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,High School or Below,Employed,M,36305,Suburban,Married,61,19,61,0,9,Personal Auto,Personal L1,Offer4,Branch,292.8,Four-Door Car,Small,0,0.0,No
Nevada,No,Extended,College,Unemployed,M,0,Rural,Married,83,2,62,0,1,Personal Auto,Personal L3,Offer2,Call Center,199.851201,Four-Door Car,Medsize,0,0.0,No
California,No,Premium,Master,Employed,F,30361,Urban,Married,119,28,48,1,1,Personal Auto,Personal L2,Offer2,Branch,373.289571,Four-Door Car,Medsize,0,0.0,No
Nevada,Yes,Extended,High School or Below,Employed,M,44368,Suburban,Married,80,5,72,0,3,Personal Auto,Personal L2,Offer2,Call Center,384.0,Two-Door Car,Large,1,0.5155632707334732,Yes
Nevada,No,Basic,College,Unemployed,F,0,Suburban,Single,66,18,95,2,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Employed,M,64311,Urban,Married,62,21,79,0,2,Personal Auto,Personal L2,Offer4,Agent,157.174836,Four-Door Car,Medsize,1,0.5117518392381268,Yes
California,Yes,Basic,College,Retired,M,26802,Suburban,Married,66,7,43,1,5,Corporate Auto,Corporate L1,Offer2,Agent,316.8,Two-Door Car,Medsize,0,0.0,No
Nevada,Yes,Basic,Bachelor,Medical Leave,M,29735,Suburban,Single,69,3,92,0,1,Personal Auto,Personal L2,Offer1,Agent,331.2,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,High School or Below,Employed,F,60192,Suburban,Married,220,17,87,0,7,Personal Auto,Personal L3,Offer3,Agent,1056.0,Luxury Car,Medsize,1,0.517055775094892,Yes
Oregon,No,Extended,Bachelor,Employed,F,65773,Urban,Married,89,24,35,4,1,Corporate Auto,Corporate L2,Offer2,Call Center,245.308491,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,72,18,25,0,2,Personal Auto,Personal L2,Offer4,Web,744.026708,Four-Door Car,Small,1,0.5070819150162083,Yes
Arizona,No,Extended,College,Employed,M,94415,Urban,Married,127,6,53,1,1,Personal Auto,Personal L1,Offer1,Branch,492.770321,Sports Car,Medsize,1,0.4317497185275406,Yes
California,No,Extended,High School or Below,Employed,M,30706,Urban,Married,84,6,34,0,1,Personal Auto,Personal L2,Offer2,Agent,225.654806,Four-Door Car,Medsize,0,0.0,No
Nevada,Yes,Basic,Bachelor,Employed,M,26790,Suburban,Married,71,4,41,0,1,Personal Auto,Personal L1,Offer2,Agent,340.8,Two-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Bachelor,Employed,M,49136,Suburban,Divorced,64,7,95,0,1,Personal Auto,Personal L1,Offer4,Web,307.2,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,High School or Below,Employed,F,43184,Urban,Divorced,102,6,81,0,2,Personal Auto,Personal L3,Offer1,Web,376.836888,SUV,Small,1,0.5157809027541126,Yes
Oregon,No,Basic,Bachelor,Employed,M,80409,Urban,Divorced,74,28,72,0,2,Personal Auto,Personal L3,Offer3,Call Center,262.984836,Two-Door Car,Medsize,1,0.5147832559687888,Yes
Washington,Yes,Basic,College,Employed,M,56342,Suburban,Single,69,12,89,0,1,Corporate Auto,Corporate L3,Offer2,Call Center,331.2,Four-Door Car,Small,0,0.0,No
Oregon,No,Premium,High School or Below,Unemployed,F,0,Suburban,Single,113,5,90,0,2,Personal Auto,Personal L2,Offer2,Branch,813.6,Four-Door Car,Medsize,1,0.515513780724506,Yes
Oregon,No,Basic,High School or Below,Employed,M,40082,Suburban,Divorced,69,6,18,0,2,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small,1,0.5148590070186032,Yes
Oregon,Yes,Extended,College,Employed,M,62873,Urban,Divorced,81,0,41,0,1,Personal Auto,Personal L2,Offer2,Call Center,207.75186,Four-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Master,Employed,F,55992,Urban,Married,67,16,21,0,3,Personal Auto,Personal L3,Offer1,Call Center,191.409775,Four-Door Car,Small,1,0.5106587822646165,Yes
California,Yes,Basic,Bachelor,Employed,F,76731,Urban,Married,64,2,68,0,1,Personal Auto,Personal L3,Offer2,Agent,201.455005,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Basic,Master,Employed,F,20200,Suburban,Single,65,3,51,3,1,Personal Auto,Personal L3,Offer2,Agent,312.0,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Basic,Bachelor,Employed,M,79192,Suburban,Divorced,70,11,74,0,1,Personal Auto,Personal L3,Offer2,Call Center,336.0,Two-Door Car,Small,0,0.0,No
Washington,No,Premium,Bachelor,Employed,F,85165,Urban,Single,101,8,81,0,2,Personal Auto,Personal L2,Offer1,Branch,384.31404,Four-Door Car,Medsize,1,0.5157874921511136,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,74,13,42,1,1,Personal Auto,Personal L2,Offer4,Branch,532.8,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,High School or Below,Employed,M,26262,Suburban,Married,97,6,59,0,1,Personal Auto,Personal L2,Offer4,Call Center,465.6,Four-Door Car,Small,0,0.0,No
California,No,Basic,Master,Employed,F,87274,Suburban,Married,73,2,30,1,1,Personal Auto,Personal L2,Offer2,Agent,350.4,Four-Door Car,Medsize,0,0.0,No
Washington,No,Basic,College,Employed,F,56457,Rural,Single,73,27,68,0,2,Personal Auto,Personal L2,Offer3,Web,138.460771,Four-Door Car,Large,1,0.51451036761304,Yes
Oregon,No,Extended,Bachelor,Disabled,F,23059,Rural,Divorced,126,30,66,0,3,Corporate Auto,Corporate L3,Offer3,Branch,95.845811,Sports Car,Medsize,1,0.5149418620161312,Yes
California,No,Extended,Master,Employed,F,57474,Urban,Divorced,97,21,44,0,3,Personal Auto,Personal L3,Offer1,Agent,280.037716,Two-Door Car,Large,1,0.5160119344809421,Yes
Washington,No,Basic,College,Employed,F,39783,Suburban,Single,72,28,43,0,1,Personal Auto,Personal L1,Offer1,Branch,345.6,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,Bachelor,Employed,F,32397,Rural,Married,190,14,95,0,1,Corporate Auto,Corporate L1,Offer1,Agent,334.626758,Luxury SUV,Small,1,0.5094071468613648,Yes
Oregon,Yes,Extended,Master,Employed,F,58557,Rural,Married,88,4,83,0,1,Corporate Auto,Corporate L2,Offer1,Branch,55.510526,Four-Door Car,Large,0,0.0,No
Arizona,No,Premium,High School or Below,Unemployed,M,0,Suburban,Married,114,12,43,0,1,Corporate Auto,Corporate L2,Offer4,Branch,631.124372,Two-Door Car,Medsize,0,0.0,No
Oregon,No,Extended,Bachelor,Employed,F,26313,Suburban,Single,87,6,77,0,7,Corporate Auto,Corporate L2,Offer1,Agent,417.6,Two-Door Car,Medsize,1,0.5154917272188768,Yes
Washington,Yes,Extended,College,Employed,M,49078,Suburban,Single,97,10,3,0,2,Special Auto,Special L3,Offer2,Branch,484.013411,Four-Door Car,Medsize,1,0.5153834438744141,Yes
Oregon,Yes,Extended,Doctor,Employed,M,57709,Suburban,Married,125,10,26,0,1,Personal Auto,Personal L2,Offer2,Branch,600.0,SUV,Medsize,1,0.4506023729842156,Yes
California,Yes,Premium,High School or Below,Employed,F,46587,Suburban,Divorced,119,34,74,2,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,Four-Door Car,Medsize,1,0.5158586396197876,Yes
California,Yes,Basic,Bachelor,Retired,M,18608,Suburban,Divorced,71,13,24,0,1,Corporate Auto,Corporate L3,Offer2,Web,340.8,Four-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,High School or Below,Employed,M,50366,Suburban,Divorced,72,9,5,0,9,Personal Auto,Personal L1,Offer1,Call Center,428.734656,Four-Door Car,Small,1,0.5013198806314852,Yes
California,No,Basic,College,Medical Leave,F,23908,Suburban,Married,70,18,57,0,4,Personal Auto,Personal L3,Offer1,Agent,336.0,Four-Door Car,Medsize,1,0.4833611164232074,Yes
California,No,Extended,College,Employed,F,69161,Urban,Married,97,19,71,0,8,Personal Auto,Personal L3,Offer3,Agent,341.431343,Four-Door Car,Medsize,1,0.5147222504441819,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,110,3,16,0,1,Personal Auto,Personal L3,Offer1,Agent,792.0,SUV,Medsize,0,0.0,No
California,No,Basic,Bachelor,Disabled,M,20169,Suburban,Married,112,35,81,1,3,Personal Auto,Personal L3,Offer1,Web,537.6,SUV,Small,1,0.5141704886915479,Yes
California,No,Extended,College,Employed,M,68205,Rural,Married,76,35,14,0,1,Personal Auto,Personal L1,Offer4,Branch,99.382943,Two-Door Car,Medsize,0,0.0,No
Nevada,No,Basic,High School or Below,Employed,F,65538,Urban,Married,72,24,86,0,3,Personal Auto,Personal L3,Offer4,Web,261.341223,Four-Door Car,Small,1,0.5125816298925864,Yes
Oregon,No,Basic,Bachelor,Unemployed,M,0,Suburban,Divorced,102,22,20,0,2,Personal Auto,Personal L3,Offer1,Branch,734.4,SUV,Small,1,0.5157761609741373,Yes
California,No,Basic,College,Unemployed,F,0,Suburban,Married,65,16,90,0,1,Corporate Auto,Corporate L2,Offer1,Branch,468.0,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,M,28056,Suburban,Married,64,32,41,1,8,Personal Auto,Personal L3,Offer1,Branch,307.2,Four-Door Car,Medsize,1,0.0,Yes
Nevada,No,Extended,College,Employed,M,50472,Urban,Married,87,6,67,0,3,Corporate Auto,Corporate L3,Offer2,Web,281.163705,Four-Door Car,Medsize,1,0.5158540405598121,Yes
Oregon,No,Basic,High School or Below,Employed,F,60596,Urban,Married,71,20,78,4,3,Personal Auto,Personal L3,Offer1,Agent,180.340069,Four-Door Car,Medsize,1,0.5026250010023025,Yes
Oregon,No,Basic,College,Employed,F,72462,Urban,Married,68,8,70,0,2,Personal Auto,Personal L3,Offer2,Call Center,272.737308,Two-Door Car,Medsize,1,0.514790429724624,Yes
Nevada,No,Basic,Bachelor,Medical Leave,F,14665,Suburban,Married,61,6,82,0,3,Personal Auto,Personal L3,Offer3,Call Center,292.8,Four-Door Car,Small,0,0.0,No
Oregon,No,Premium,High School or Below,Employed,M,52405,Suburban,Married,103,2,27,0,1,Personal Auto,Personal L3,Offer4,Call Center,494.4,Four-Door Car,Medsize,0,0.0,No
California,Yes,Basic,Bachelor,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Corporate Auto,Corporate L2,Offer2,Web,261.930545,Two-Door Car,Medsize,1,0.5042002813857722,Yes
Nevada,No,Basic,Bachelor,Employed,F,61108,Rural,Married,72,27,84,0,6,Personal Auto,Personal L1,Offer2,Agent,23.773332,Four-Door Car,Medsize,1,0.5089873890543004,Yes
Oregon,No,Basic,College,Employed,M,62396,Suburban,Married,64,13,18,0,2,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small,1,0.5153149933763053,Yes
California,No,Premium,Bachelor,Employed,M,26287,Rural,Married,111,6,11,0,8,Personal Auto,Personal L2,Offer2,Branch,279.378884,Two-Door Car,Medsize,1,0.5141454180166121,Yes
Oregon,No,Extended,Master,Employed,M,25748,Rural,Married,90,9,23,0,1,Personal Auto,Personal L1,Offer3,Call Center,117.871165,Four-Door Car,Medsize,0,0.0,No
Arizona,No,Extended,High School or Below,Unemployed,F,0,Suburban,Single,87,15,26,0,2,Personal Auto,Personal L3,Offer1,Agent,626.4,Four-Door Car,Medsize,1,0.5157457370032682,Yes
California,No,Basic,High School or Below,Unemployed,M,0,Suburban,Single,102,5,26,0,9,Corporate Auto,Corporate L3,Offer2,Agent,956.689634,SUV,Medsize,1,0.5097455512330719,Yes
Oregon,No,Basic,Bachelor,Employed,M,56228,Urban,Single,65,4,79,0,1,Personal Auto,Personal L3,Offer2,Call Center,276.877348,Two-Door Car,Medsize,0,0.0,No
California,No,Basic,College,Employed,F,54827,Rural,Single,64,17,88,0,3,Personal Auto,Personal L3,Offer1,Branch,132.947215,Four-Door Car,Large,0,0.0,Yes
California,No,Basic,Master,Employed,M,40154,Suburban,Married,67,24,17,0,1,Corporate Auto,Corporate L1,Offer1,Branch,360.670642,Four-Door Car,Medsize,0,0.0,No
California,No,Basic,High School or Below,Employed,F,51179,Suburban,Married,71,10,25,0,2,Corporate Auto,Corporate L2,Offer1,Call Center,466.176731,Four-Door Car,Small,1,0.5149447250532618,Yes
California,No,Basic,College,Employed,M,32967,Suburban,Married,105,16,70,1,4,Personal Auto,Personal L2,Offer1,Branch,504.0,SUV,Small,1,0.5148818533742764,Yes
Washington,No,Basic,Bachelor,Employed,F,58843,Urban,Single,68,1,96,0,2,Corporate Auto,Corporate L1,Offer3,Call Center,200.490816,Two-Door Car,Large,1,0.5144279400179013,Yes
California,No,Basic,Bachelor,Employed,F,37612,Suburban,Divorced,64,0,32,0,1,Personal Auto,Personal L2,Offer3,Call Center,307.2,Four-Door Car,Small,0,0.0,No
Washington,Yes,Basic,Bachelor,Unemployed,F,0,Suburban,Married,73,18,45,0,5,Corporate Auto,Corporate L3,Offer1,Call Center,350.4,Four-Door Car,Medsize,1,0.4927247230384394,Yes
California,No,Basic,Bachelor,Unemployed,M,0,Suburban,Single,100,22,24,0,3,Personal Auto,Personal L3,Offer2,Web,720.0,Sports Car,Medsize,1,0.5030214517404318,Yes
Oregon,No,Basic,High School or Below,Unemployed,F,0,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,Small,0,0.0,No
Oregon,No,Basic,College,Employed,F,22784,Urban,Married,70,11,68,0,2,Personal Auto,Personal L2,Offer2,Agent,224.904234,Four-Door Car,Medsize,1,0.5146490374883228,Yes
Nevada,No,Extended,College,Employed,M,51817,Suburban,Divorced,129,20,78,4,2,Personal Auto,Personal L1,Offer1,Branch,712.8332839999997,SUV,Small,1,0.5167008574466129,Yes
Washington,No,Extended,Master,Employed,F,42526,Urban,Divorced,86,12,71,0,1,Personal Auto,Personal L3,Offer2,Agent,287.5426,Two-Door Car,Medsize,0,0.0,No
Washington,No,Premium,Master,Unemployed,M,0,Suburban,Divorced,104,33,19,0,2,Personal Auto,Personal L2,Offer3,Branch,622.88852,Four-Door Car,Medsize,1,0.5157895232895114,Yes
Arizona,No,Basic,College,Unemployed,M,0,Suburban,Single,67,33,21,2,1,Personal Auto,Personal L3,Offer3,Agent,806.180375,Four-Door Car,Large,0,0.0,No
California,No,Basic,High School or Below,Disabled,F,22249,Suburban,Married,64,4,88,0,2,Personal Auto,Personal L3,Offer4,Call Center,455.191595,Four-Door Car,Medsize,1,0.5100082511112156,Yes
Arizona,No,Basic,High School or Below,Employed,M,57563,Suburban,Divorced,66,7,61,0,1,Personal Auto,Personal L2,Offer1,Branch,316.8,Four-Door Car,Medsize,0,0.0,No
California,No,Extended,College,Medical Leave,M,11033,Suburban,Married,97,27,18,0,2,Special Auto,Special L1,Offer1,Branch,511.120131,Two-Door Car,Large,1,0.5158773297185072,Yes
California,No,Extended,College,Unemployed,F,0,Suburban,Single,98,19,17,1,2,Personal Auto,Personal L3,Offer1,Branch,705.6,Two-Door Car,Small,1,0.5155747744162824,Yes
